date  Agric  Mines  Oil    Stone  Cnstr  Food   Smoke  Txtls  Apprl  Wood   Chair  Paper  Print  Chems  Ptrlm  Rubbr  Lethr  Glass  Metal  MtlPr  Machn  Elctr  Cars   Instr  Manuf  Trans  Phone  TV     Utils  Garbg  Steam  Water  Whlsl  Rtail  Money  Srvc   Govt   Other
194311  -3.51  -5.30  -6.31  -3.76 -10.71  -4.08  -6.13  -4.84  -6.57  -4.82  -6.34  -6.83 -10.21  -4.59  -6.90 -10.34  -0.08  -5.58  -7.24  -6.53  -6.73  -6.91  -6.40  -5.54  -5.82  -8.99  -1.82   5.44  -8.37 -99.99 -99.99 -99.99  -8.70  -4.38  -7.22  -9.76 -99.99   5.32
194312   8.45   4.99   8.03   1.57   6.90   5.83   6.20   8.25  10.07   3.23  13.42   9.58  12.02   3.38   7.15  14.03   1.52   7.40   4.21   5.57  10.36   8.00   8.58   9.06   6.78   7.28   3.01  13.33   7.41 -99.99 -99.99 -99.99  11.13   6.79   8.27  11.09 -99.99   0.68
194401   4.90   4.31   5.01   1.88   8.35   3.07   6.66   3.48   3.41   4.84  -2.39   2.10   2.16   0.59   0.44  -0.76   2.18   1.80   3.14   3.54   1.81   0.86   1.69  -0.41   2.93   6.30   0.82   3.24  -0.34 -99.99 -99.99 -99.99  -0.37   0.78   1.06   2.06 -99.99  -1.57
194402  -0.90  -1.25  -2.27   1.95  -2.37  -0.58  -1.17   0.86   0.21  -2.96   0.00   1.10  -0.87  -1.17   0.11   1.68   3.14  -2.55   0.05  -0.79  -0.57  -3.03   3.52   0.64   1.00   3.93   0.85   2.82   1.51 -99.99 -99.99 -99.99   1.86   1.01   0.27  -0.81 -99.99   2.51
194403  -0.71   1.63   4.52  -2.30   1.81   3.17   2.39   5.62   1.59   0.54  -0.10   1.82   4.46   2.33   1.74   9.05   1.57   2.59   1.45   6.12   2.48   3.39   3.97   3.88   0.50   2.51   0.69   4.05   1.80 -99.99 -99.99 -99.99   4.85   2.22   3.58   6.54 -99.99  -1.33
194404  -0.89  -2.79   4.28  -3.45  -6.04  -2.68  -0.61   0.36  -4.62  -2.33  -0.44  -0.03  -2.89  -1.83  -1.49  -2.16  -0.68   0.53  -2.22  -2.19  -2.45  -1.24  -1.66  -5.06  -3.27  -2.00  -0.59   0.44  -0.92 -99.99 -99.99 -99.99  -4.98  -0.88  -3.02  -3.88 -99.99   1.35
194405   7.65   1.99   6.56   5.88   6.10   5.11   5.19   6.42   5.97   3.22   7.83   9.66   8.88   4.48   4.88  12.36   2.78   6.01   4.46   8.18   6.35   3.30   7.41   5.99  10.74   4.58   2.70  11.82   2.78 -99.99 -99.99 -99.99   8.72   4.97   3.78   6.43 -99.99   5.56
194406   4.76  11.74   3.14   2.89  26.48   3.88   8.29  10.28   6.39   9.34  18.40   8.28  17.56   5.25   0.43   4.54   6.39   7.41   9.64   7.51   7.13   8.55   8.88   4.44   9.07   3.54   3.23   2.09   4.86 -99.99 -99.99 -99.99   1.91   5.93   8.33   9.71 -99.99   9.72
194407  -2.09  -1.63  -0.64  -1.45  -7.16   0.25  -0.51  -3.36  -2.71  -1.09  -3.16  -0.89  -1.90  -2.08  -1.31  -2.01  -0.16  -2.17  -2.07  -2.06  -1.62  -1.66  -4.33  -2.28  -4.31   0.30  -0.31  -3.97   0.23 -99.99 -99.99 -99.99   1.20  -0.15  -1.41  -3.64 -99.99   0.79
194408   3.51  -1.90  -0.04   0.71   8.13   1.96   2.59   5.66   1.82   0.56   9.25   5.34  10.82   0.73  -1.99   2.57   2.42   1.78   1.86   3.99   3.74   1.81   4.10   0.76   5.85   0.33   0.61   4.51   3.62 -99.99 -99.99 -99.99   1.93   3.17   1.94  -1.18 -99.99   1.37
194409   3.98   0.23  -4.93  -1.32  -0.39   1.07  -4.61  -0.23  -2.54   2.73   0.22  -1.34  -1.16   0.27  -1.26  -1.71   3.20  -1.41   1.14  -1.31  -0.23  -0.71   1.65  -0.37  -0.70  -0.10   0.27   0.00  -1.51 -99.99 -99.99 -99.99   8.00   1.60  -0.08   1.51 -99.99   0.00
194410  -1.81  -1.74   1.51   2.22  -0.18   0.27  -0.32   0.65   0.14   1.40  -8.18   0.39  -2.10   0.50   1.90  -0.34  -0.01  -1.78  -0.26  -1.33  -1.62   0.86  -2.19   2.28  -3.01   1.51   0.75   0.44   1.35 -99.99 -99.99 -99.99   2.15   0.37  -0.24  -0.78 -99.99   1.73
194411  -2.80   5.51  -1.15   2.18   3.29   2.04  -0.20   4.07   1.17   3.93   3.27   1.99   3.98  -0.56   2.75   2.36  -1.73   1.27   1.11   1.19   1.90   1.53   2.57   1.61   2.05   4.96   0.65   3.48  -0.39 -99.99 -99.99 -99.99   2.01   2.81   0.71   6.99 -99.99   4.17
194412   6.15   4.79  14.33   3.96  12.20   2.21   0.51   3.70   3.74  11.36   4.05   4.78   0.08   2.11   4.80   7.79   0.63   2.83   6.84   2.29   4.09   5.01   4.27   5.62   8.57  11.34   0.61   7.14   3.12 -99.99 -99.99 -99.99   4.63   2.06   2.67   7.60 -99.99   1.12
194501   2.52   7.87   5.02   3.84   5.64   2.73   2.51   3.39   1.49   1.21   9.45   2.20  10.18   2.08   4.97   3.56  -0.23   3.83   2.75   5.98   3.00   0.88   1.11  -0.13   0.58  -1.27  -2.21   3.04   5.69 -99.99 -99.99 -99.99   0.07   0.05   3.68  -2.94 -99.99   8.82
194502   1.66   5.62  16.88   6.71  15.40   3.01   6.51   4.40   8.19   4.16   2.42   8.17   5.60   5.30   7.07   7.56   3.96   7.24   9.06   6.50   5.48   7.81   8.05   2.87   4.75   8.63   2.82   4.09   6.08 -99.99 -99.99 -99.99   5.25   4.51   7.38   6.31 -99.99  -1.35
194503   0.42  -6.27  -9.19  -1.18 -13.89  -2.85  -3.51  -3.94  -4.20  -4.50  -3.17  -5.50  -8.60  -3.45  -5.11  -7.92  -2.54  -2.62  -5.44  -6.54  -4.96  -4.08  -6.01  -1.84  -5.65  -2.98   0.09 -10.85  -3.08 -99.99 -99.99 -99.99  -5.21  -1.21  -3.86  -3.71 -99.99  -1.37
194504   7.68   5.74   7.74   7.52  11.91   6.48   7.82   8.56  11.94  11.03  12.18   6.45  15.40   7.47   6.88   9.70   2.83   6.90   9.47   9.56   9.56   9.08  10.14   5.21  10.42  10.70   2.34  12.64  10.11 -99.99 -99.99 -99.99   5.54   7.25   6.13   3.84 -99.99   2.78
194505   1.72   1.96  -3.48   5.04  -1.35   2.06   2.42   4.37   3.86  -0.89  -2.26   7.16   3.96   0.97  -0.88  -0.80   4.71   1.64  -0.47   3.37   2.08   1.84   0.69  -0.58   1.42   3.45   3.78   2.86   1.88 -99.99 -99.99 -99.99   5.43   6.32   0.94   7.68 -99.99   4.05
194506   0.07   3.88  -0.80  -2.37  12.05   0.52   0.35   4.79  -1.72   1.05  -3.45  -1.20   7.48  -2.68  -0.55  -0.86   1.66  -1.23   2.16  -3.35  -0.86  -2.33   0.35  -0.46  -3.23   5.83   2.63   1.68   5.14 -99.99 -99.99 -99.99   6.94  -3.53   3.64  -0.48 -99.99  -3.31
194507   3.34  -5.65  -3.22   0.69  -3.94  -2.04  -0.19  -4.64  -2.01   0.12  -1.97  -3.78  -2.17  -2.35  -3.25  -6.30   0.03  -3.36  -2.38  -0.96  -3.09  -1.27  -1.85  -3.94  -5.40  -6.54   2.29  -4.03  -0.37 -99.99 -99.99 -99.99  -1.21  -0.04  -3.29  -3.91 -99.99  -2.74
194508   4.30   2.16  -0.21   0.80   7.42   6.31  10.73  13.67  16.72  11.62  12.95  10.54  12.42   9.25   2.36  15.54  -0.51  11.14   6.73  11.21   8.33  10.85   8.72   6.66  15.63  -0.01   1.62   8.74   1.06 -99.99 -99.99 -99.99   7.76   8.27   8.94   8.23 -99.99  -2.11
194509   1.02   6.73   3.49   4.16  14.31   8.57   1.26   8.55   2.86   8.67   2.97   8.52  11.78   6.15   1.85   3.08   4.20   6.87   8.02   5.06   4.22   2.20   2.90   8.77   7.70   6.86   1.85   4.73   6.56 -99.99 -99.99 -99.99   2.91   5.76   1.79   9.61 -99.99   2.16
194510   4.78   4.19  17.61  15.45   4.64   9.61   0.33   1.57   4.99   5.45  -3.20   9.87  10.84   1.07   5.95   4.16   7.60  -0.13   4.80  -1.56   3.22  -1.93   0.95   8.68   1.93   4.33   2.36   1.89   6.07 -99.99 -99.99 -99.99   3.97   6.08   7.31  11.68 -99.99  -0.18
194511  -0.62  16.41  14.46   0.14  28.59   3.55   3.00  12.66   6.72   1.33  14.07   5.92   2.22   3.67   8.20   2.24   2.48   2.60   6.79   4.97   6.50   2.46   3.22   2.23   1.23   8.46   3.21  12.89   4.79 -99.99 -99.99 -99.99   8.95   6.76   4.75  17.42 -99.99   5.82
194512   0.08  -3.34  -2.58  -1.46  -5.93   2.34  -1.91   3.62   3.28   3.33   0.21   3.82  -0.30   2.22  -0.18  -1.41  -0.63   1.29   0.45  -0.34   0.83   2.81   2.89   4.49   1.53  -1.29   0.57  -4.37  -1.00 -99.99 -99.99 -99.99   2.44   3.51   4.62   6.15 -99.99   0.68
194601   2.83   8.27   1.57   5.26  15.06   4.88   0.60   8.84  16.48   5.75   9.24   3.21   8.01   5.60  -0.21  10.77  13.33   8.85  13.49   5.60   5.24   6.16   7.18   9.01   5.88   6.15   1.92   1.51  10.82 -99.99 -99.99 -99.99  15.26  10.80   7.72  13.59 -99.99  -2.70
194602  -3.09  -4.68  -9.84  -2.07 -12.36  -4.26  -5.20  -6.18  -9.21  -6.09 -11.88  -4.94  -6.10  -4.73  -4.52  -8.28  -8.07  -4.43  -7.57  -2.47  -6.72  -7.81  -8.64  -9.11  -6.15  -7.09  -2.74  -7.25  -5.71 -99.99 -99.99 -99.99  -6.81  -4.10  -7.56  -0.21 -99.99  -1.39
194603  14.39  -2.28  17.28   4.22   3.34   4.99   8.57   7.98  11.96  12.50  10.82  12.46   4.91   8.20  10.94  14.81   3.65   7.51   3.54   2.69   5.02  -0.55   0.78  10.16   7.94   3.86   1.12   3.86   6.25 -99.99 -99.99 -99.99   6.20  11.75   5.63  12.55 -99.99   2.82
194604  13.69   3.93   3.82   5.53   8.15   1.54   3.89   8.73   3.92   9.41   5.59   9.36  15.37   7.06   8.98   2.37   5.19   4.48   3.91   4.31   4.95  -0.93   0.57   5.83   5.54  -0.34   1.71  -4.77   4.31 -99.99 -99.99 -99.99   4.64   7.27   0.89   9.30 -99.99   8.22
194605   3.25   1.41   8.18   8.50  -2.78   2.47   3.29   9.48  11.06   3.89   8.37   3.57   0.77   3.96   3.52  -1.26   6.93   5.18   6.74   5.68   7.11   5.88   4.94   2.44   5.13   5.09   2.96  -4.88   3.06 -99.99 -99.99 -99.99   7.10   1.59   3.99  -4.06 -99.99   1.90
194606   6.66  -6.73  -7.52  -1.92  -7.57  -3.27  -4.75  -4.98  -8.28  -3.23  -7.51  -4.36  -9.12  -3.36  -2.98  -6.48  -6.31  -5.38  -2.33  -2.76  -4.30  -5.11  -5.82  -8.05  -7.59  -2.70   0.39  -5.55  -2.78 -99.99 -99.99 -99.99  -1.59  -8.04  -2.67  -4.36 -99.99  -3.80
194607  -3.59  -4.42   1.60  -6.30  -1.72   0.20  -0.76  -4.13  -2.14  -3.83  -5.68  -1.81  -5.09  -2.35  -0.12  -1.02  -1.70  -4.74  -2.62  -6.00  -4.43  -3.84  -4.65  -4.09  -3.03  -5.77  -0.02  -3.96  -3.61 -99.99 -99.99 -99.99  -2.86  -3.02  -4.50  -1.25 -99.99  -1.97
194608   0.06  -8.28  -9.59  -0.90 -11.89  -5.39  -3.97  -7.74  -8.44  -6.72  -9.67  -5.07 -11.56  -5.68  -5.51  -5.07  -7.57  -5.93  -7.54  -6.81  -8.72  -8.13  -9.31  -1.92  -5.82  -7.04  -7.11   0.76  -5.35 -99.99 -99.99 -99.99  -7.20  -4.67  -6.65  -5.79 -99.99   2.68
194609  -8.33  -9.05 -12.62  -7.04 -10.60 -10.35 -11.17 -12.49 -12.92  -6.69 -13.89 -10.03 -12.08  -8.43  -7.84 -10.24 -11.01  -7.51 -11.98 -12.34 -11.04 -10.97 -14.18  -8.62 -12.82 -16.48  -4.63 -12.13  -8.91 -99.99 -99.99 -99.99  -7.58  -6.80 -13.47 -12.57 -99.99  -7.19
194610  -0.64  -0.21  -3.59   4.22   3.71  -0.37   4.69  -5.85  -1.48  -4.00  -2.27  -1.05  -0.84  -2.87  -0.58  -2.85   7.02  -0.77   1.45  -1.98  -2.71  -4.10  -3.56  -1.34  -1.92   0.19  -5.14  -4.75   1.45 -99.99 -99.99 -99.99  -2.08  -2.25  -1.48  -3.39 -99.99  -0.35
194611   0.58   1.36   4.08   0.55   0.24  -1.84   0.54  -1.04  -0.12   7.26   4.01   5.15  -1.95   2.93   0.47  -4.09  -3.98   1.48   2.14   2.42  -1.01  -4.98  -1.63   5.81   1.21  -0.75   1.83  -0.54   0.80 -99.99 -99.99 -99.99  -2.78  -5.05   0.07   0.96 -99.99   3.46
194612  12.00   0.15   5.62   0.31  -1.71   3.01   4.22   5.82   0.26  21.43   9.05  10.61   3.82   7.23   4.37   5.39  -3.16   9.76   5.09   4.85   6.61   4.78   5.68   4.46   9.27   2.19   3.75   5.90   6.07 -99.99 -99.99 -99.99   1.88   4.22   8.15  -1.23 -99.99   6.29
194701  -8.42   4.51   3.22   0.34   4.42  -0.22   1.97   3.38   2.29  -4.80  -2.06  -4.03   1.18  -1.48  -0.84   2.42   7.64   1.00   1.01   3.83   3.67   7.34  10.02  -0.10   3.04   0.18   0.98   4.91  -0.16 -99.99 -99.99 -99.99  -0.38   0.75   2.27  -3.13 -99.99   0.00
194702   5.54   1.75   2.48   1.43  -0.89   0.20  -4.80   3.88   2.61  -5.99  -3.37   1.61  -1.57  -0.88  -2.91   1.93  -2.14  -4.61  -0.91  -0.35  -1.38  -2.83   1.16   1.97  -1.53  -0.59  -2.01  -5.10  -0.88 -99.99 -99.99 -99.99  -1.25  -0.34  -2.82  -4.94 -99.99  -0.66
194703   1.65  -1.49   5.35  -2.89  -3.35  -2.14  -2.73  -6.67  -1.08  -3.09  -1.46  -3.39  -2.63  -0.81   2.14  -4.01   1.04  -2.58  -1.73  -3.82  -0.17  -4.12  -2.67   1.59  -1.71  -3.61  -2.02 -11.83  -2.79 -99.99 -99.99 -99.99  -2.70  -2.19  -2.46  -3.66 -99.99  -7.28
194704  -3.20  -4.74   0.41  -4.72 -13.83  -6.18  -8.32  -8.50  -9.80  -5.84 -11.62  -5.63 -11.33  -4.36  -0.39 -10.50  -3.97  -5.05  -6.56  -5.76  -7.79  -5.14  -4.73  -4.53  -8.92  -6.28  -0.19  -2.82  -3.72 -99.99 -99.99 -99.99  -5.44  -8.12  -6.45  -7.51 -99.99   1.79
194705  -1.62  -2.91  -2.78   0.58  -6.72  -0.93   3.60  -2.92  -4.95  -4.40 -10.05  -1.26  -6.35  -0.72   2.83  -9.18  -4.13  -2.80  -2.44  -4.01  -0.75   0.20  -2.52  -3.49  -3.83  -3.16  -1.13   1.69  -2.48 -99.99 -99.99 -99.99  -3.81  -0.16  -0.91   1.40 -99.99  -0.77
194706  12.18  -0.17   8.20   8.71   5.69   5.52   5.60   9.42  10.27   6.61   8.16   8.48   7.76   6.84   7.70   5.98   9.02   6.64   2.28   4.41   7.40   4.59   5.38   2.42   2.94   2.45  -3.39  14.78   3.98 -99.99 -99.99 -99.99   7.68  10.05   7.21   2.07 -99.99   1.45
194707   5.70   8.04   6.46   4.85   7.56   4.60   3.48   8.69   3.69   5.15  13.34   4.74   4.15   2.28   3.56   3.58   2.47   3.18   7.29   1.63   4.25   7.03   4.51   5.02  10.88   7.47   0.83  -1.10   2.53 -99.99 -99.99 -99.99   5.45   4.53   2.41   5.83 -99.99   0.71
194708  -4.11  -2.43  -3.78   0.46  -3.36  -1.29  -2.49  -0.03  -1.52  -2.47   1.30   0.97  -0.22  -0.86  -2.29  -4.48   2.37  -3.40  -0.61  -1.96  -2.73  -3.69  -0.43  -6.58   2.54  -2.35   0.43  -4.49   0.26 -99.99 -99.99 -99.99  -1.37  -3.67  -1.30 -11.17 -99.99   0.71
194709   4.42   1.10   1.75  -1.31  -2.07   0.41  -0.69   2.01   0.55  -3.13  -2.12   5.02  -2.26  -0.79  -3.15   3.65  -3.80   1.31   0.54  -1.51   1.81   1.22   0.40   1.07   1.03  -1.30   0.93  -5.89  -1.32 -99.99 -99.99 -99.99  -0.11  -2.97   0.74  -0.73 -99.99   0.70
194710   4.42  -0.29  10.71   4.46   4.22   1.51  -1.56   3.47   1.93   4.08   5.18   2.72   4.03   1.46   5.05   2.93   3.64   3.55   5.62   3.98   4.51   1.81   2.35   0.50   3.06   0.51   0.22  -0.88   0.13 -99.99 -99.99 -99.99   1.61   3.12   3.04  -0.44 -99.99   2.10
194711  -1.84   2.24  -0.73   2.51  -8.80  -2.55   0.86  -0.72  -1.86  -0.51  -2.07  -1.77  -5.73  -1.26  -0.42  -1.93   0.03  -2.87  -0.13  -3.86  -0.41  -1.79  -2.50   1.32  -1.71  -2.81  -2.47 -10.55  -7.58 -99.99 -99.99 -99.99  -2.26  -2.42  -1.61  -2.29 -99.99  -2.12
194712  -1.12  -3.74  17.71  -1.42   9.34   0.04   1.08   4.91   5.12   5.90  -3.69   3.22  -1.07   2.12   9.00   2.12   2.68   2.34   3.73   2.73   3.27   3.15   2.27  -1.15  -0.54   8.29   0.35   8.69   1.19 -99.99 -99.99 -99.99   0.14   0.40   1.12  -5.23 -99.99  -3.23
194801  -6.17   2.44  -4.84  -1.94   7.57  -2.62  -1.61  -2.93  -4.53  -6.44 -11.01  -7.38  -3.43  -4.83  -7.68  -4.27   0.64  -6.17  -4.10  -3.72  -4.49  -4.02  -3.91  -7.80  -6.89  -0.39   0.10   0.47  -0.22 -99.99 -99.99 -99.99  -2.60  -3.34  -1.23  -5.52 -99.99  -4.44
194802  -2.99  -2.75  -7.44  -2.29  -4.67  -7.33  -2.46  -7.27  -7.80  -7.86  -3.43  -6.88  -4.64  -5.14  -2.68  -4.13  -7.72  -5.26  -5.02  -4.33  -4.22  -4.96  -5.65  -5.27   1.07  -3.77  -1.09   0.99  -3.46 -99.99 -99.99 -99.99  -6.58  -3.62  -5.27  -6.25 -99.99   0.39
194803  12.86   8.25  18.81   9.34   1.93   6.31  -1.71   9.02  12.10  11.13  10.49   9.52   5.86   7.27   9.48   7.27   2.69   6.93  12.83   8.10   8.76  11.50   8.99  12.92   8.53   8.69   1.87   9.13   6.61 -99.99 -99.99 -99.99   7.57   6.66   8.23  23.71 -99.99   9.65
194804   1.60   4.56  10.51   5.17   6.91   1.10  -0.89   5.42   5.13   7.55   2.30   6.67   6.05   2.68  11.39  -0.57   0.64  -2.26   2.33   3.59   3.51  -1.53   1.44  -0.96   1.79   3.61   2.60   6.67   1.50 -99.99 -99.99 -99.99   9.89   4.82   4.30  -3.19 -99.99  -6.34
194805   0.27   4.87   4.73   7.09  11.12   5.20   2.87  12.02   7.22   8.87   7.65  11.91   8.32   7.28   6.05   9.05   2.38   8.82   8.08   8.72   8.02  17.05  12.23   5.05   8.66   6.18   2.44   5.68   5.73 -99.99 -99.99 -99.99   2.99   8.92   9.89   6.88 -99.99   2.56
194806  -2.77  -1.64  -0.97   2.80  13.39  -1.65  -1.59  -3.73  -5.55  -1.52   0.66  -3.53   0.37  -0.10   3.76   1.97   0.36  -4.82   0.19  -3.13  -1.59  -0.65  -0.52  -2.93  -1.77   0.45   0.47  -1.52   2.57 -99.99 -99.99 -99.99   1.26  -1.46  -0.14  -9.83 -99.99  -1.50
194807  -0.70  -4.38  -9.00  -0.67  -9.05  -3.52   4.37  -2.52  -3.88 -10.32  -9.18  -4.65  -4.27  -5.09  -7.17  -6.95   0.67  -5.62  -3.90  -5.76  -6.85  -7.35  -3.86  -5.05  -2.67  -4.58  -1.52 -11.27  -4.34 -99.99 -99.99 -99.99  -5.05  -7.89  -5.74  -7.13 -99.99  -2.55
194808   1.86   1.08  -4.72  -2.75   4.16  -0.42   1.90  -1.41  -2.08  -2.29  -0.14   0.70   0.97  -0.57  -1.92   2.00  -1.68   2.46   1.64  -0.26   0.45   1.30   0.94   4.91   2.80   2.15   0.09  -2.57   0.10 -99.99 -99.99 -99.99  -4.41   2.93  -0.87   5.30 -99.99   8.45
194809  -3.97  -4.80  -5.31   0.15  -5.75  -4.05  -3.15  -5.43  -4.89  -2.67  -2.55  -5.35  -6.73  -2.25  -4.40   0.50   1.00  -4.38  -2.16  -2.33  -4.80  -2.38  -3.53  -2.19  -4.29  -3.95  -0.18  -4.20  -0.89 -99.99 -99.99 -99.99  -2.77  -0.80  -0.91  -6.62 -99.99  -4.19
194810   7.16   3.99  10.39   7.12  14.32   3.62   3.45   2.93   3.82   4.86   3.97   6.09   0.99   6.43   9.18   4.30   0.36   7.63   8.40   6.05   6.01   7.82   6.97   5.24   5.12   4.96   1.11   0.60   4.42 -99.99 -99.99 -99.99   4.68   4.11   6.10   2.21 -99.99   3.98
194811  -5.57  -5.43 -17.84  -8.16 -18.69  -6.45  -2.89 -10.00  -9.13 -14.76 -10.21 -11.18 -11.21  -7.82 -12.07 -13.06  -4.92  -7.44 -12.59  -7.80  -9.96 -11.72 -12.34  -3.03  -9.10 -12.74  -1.97 -10.30  -9.05 -99.99 -99.99 -99.99  -5.81  -5.72  -8.63  -3.82 -99.99  -6.76
194812   0.49  -0.17   9.12  -1.22   2.83   1.17   0.79  -1.61  -4.41   1.67  -3.96   4.92  -2.22   6.54   4.68   5.65   3.34   2.54   2.00   2.05   2.67   6.58   3.51   5.96   0.09   2.00   0.96  13.88   2.65 -99.99 -99.99 -99.99   0.80   1.58   6.06   5.44 -99.99  -3.11
194901   1.74  -0.30  -1.00   1.33   0.10   3.70   4.81   2.46   2.74  -2.09   1.76  -1.83   4.27   0.43  -3.93   4.08   5.19   1.65   0.80   1.93  -0.23  -2.99   2.37  -0.23   1.61   0.28  -1.23  -4.44   4.76 -99.99 -99.99 -99.99   3.08   1.05  -0.83   1.65 -99.99   6.94
194902  -0.52  -1.42  -7.04   0.01  -4.09  -2.53   0.36  -1.89  -6.85  -5.16  -7.61  -1.71  -7.36  -2.64  -4.10  -2.63  -3.16  -2.12  -5.86  -1.39  -3.65  -5.89  -3.30   0.29  -3.43  -5.72  -0.17 -12.05   0.68 -99.99 -99.99 -99.99  -3.87  -2.16  -0.75   1.52 -99.99  -2.47
194903   2.63   2.80   8.94   7.59  10.13   4.81   0.94  -2.28   4.32   3.63  12.04   3.40   9.38   3.77   5.95   5.86   3.64   3.96   1.38   3.77   5.42   5.61   4.06   6.92   3.98   4.21   1.37   0.24   3.77 -99.99 -99.99 -99.99   2.65   4.49   7.45   3.66 -99.99   6.99
194904  -5.37  -0.59  -0.97  -0.92   1.79  -1.50   0.22  -3.84  -3.93  -9.39  -6.87  -4.79  -0.33  -1.89   1.57  -4.02  -1.51  -1.96  -4.95  -5.11  -3.04  -4.13  -4.21  -4.43  -7.41  -2.83  -1.57  -8.99   1.23 -99.99 -99.99 -99.99  -1.67  -1.65  -0.21   0.40 -99.99   0.03
194905  -6.17  -2.04  -5.55   0.51  -6.40  -0.67   2.90  -1.31  -2.19  -1.79  -1.99  -4.63  -2.21  -0.93  -5.71  -2.62  -0.49  -2.20  -6.52  -3.97  -2.01  -5.66  -3.64  -8.72  -1.39  -3.35  -2.21   2.30  -0.58 -99.99 -99.99 -99.99  -5.37   0.50  -2.00  -2.37 -99.99  -1.29
194906   6.28  -0.36  -2.12  -4.47   4.97   0.10  -0.06   4.87   5.83   0.70   2.42  -0.08   0.15   0.87  -1.16  -4.23   2.03   1.67  -1.27  -0.20   1.21   0.01   1.18   1.90  -3.03  -2.11   1.13   0.09  -0.92 -99.99 -99.99 -99.99   2.11   2.89  -0.66   1.53 -99.99  -2.51
194907   3.41   1.58   8.10   8.43   8.11   5.80   3.10   5.90   7.78   4.67   8.09   7.73   3.65   5.05   6.14   5.91   1.61   7.51   7.86   4.91   6.31   7.16   8.34   5.13   9.73   3.99   2.34   6.88   4.73 -99.99 -99.99 -99.99   4.37   5.18   6.32   1.34 -99.99   5.76
194908   3.01   2.83   8.54   2.02   1.18   4.68   3.51   2.15   2.63   8.91   3.35   6.70   5.62   2.67   5.38  -1.58   2.83   1.07  -0.28   3.92   1.73   1.23   1.86   3.19   1.67   0.75   1.01  -1.15   3.66 -99.99 -99.99 -99.99   3.31   1.40   2.62   0.16 -99.99  -1.22
194909   0.24   1.91   5.04   2.28  10.85   3.03   2.68   2.74   3.86   1.15   4.63   5.25   2.54   4.22   2.92   2.97   4.58   3.13   3.56   2.57   3.55   3.84   2.57   3.45   5.79   2.79   0.87  23.46   4.06 -99.99 -99.99 -99.99   4.49   2.19   6.27   1.84 -99.99   2.93
194910   4.60   1.87   3.44   4.76   1.88   2.01  -1.39   1.43   6.06   5.52   5.96   5.87   2.24   4.55   3.81   3.50   3.04   2.47   5.09   4.11   4.44   2.82   6.83   2.63   2.73   0.91   1.79   6.39   1.32 -99.99 -99.99 -99.99   1.00   0.63   4.22   3.64 -99.99   5.06
194911   2.60  -1.52  -2.96   4.66   3.15   2.17   2.19   0.70  -1.54  -2.47   2.94   3.17  -2.57   4.82  -2.88   2.18  -0.15   4.64   2.67   3.37  -0.06   4.39   3.74   6.83   4.08   0.89   1.65   2.48   3.24 -99.99 -99.99 -99.99   1.13   2.16   3.02   0.49 -99.99   3.05
194912   5.43   1.15   7.87   0.42  16.07   5.68   2.45   7.04   6.40  12.03   7.25   8.72   7.06   6.14   0.81   9.96   4.02   8.48   6.31   4.86   8.38   9.16   8.40   5.18   4.78   8.33   1.26  17.40   3.26 -99.99 -99.99 -99.99   4.32   4.78   6.14   9.53 -99.99   1.92
195001   3.60   4.17  -0.67   3.90   5.93   1.72  -0.85   3.22  -0.31  -5.45   4.21   1.77   2.58   0.87  -0.72   5.25   0.32  -1.33   3.69   5.37   2.51   5.91   2.02   1.75   3.10   4.68   1.76   5.59   3.73 -99.99 -99.99 -99.99   0.90   0.41   1.72  -0.60 -99.99   5.48
195002   3.03  -2.68  -1.92   1.93   1.04   1.14   1.43  -4.55  -1.24   0.56   0.48   1.26  -1.95   1.31  -0.41   7.76  -7.43   1.93   3.38  -1.00   0.47   4.70   3.77   3.37   3.14   1.68   0.74  -2.08   2.39 -99.99 -99.99 -99.99   1.62   2.38   3.44  -7.30 -99.99  11.22
195003   0.64  -1.72   6.60  -1.54  -1.45   0.05  -0.66  -4.76  -3.07   1.58   2.02   1.70  -3.15   2.22   4.82  -0.78   1.31   1.81  -1.51   0.55   0.23   4.32   0.87  -2.88  -1.90  -0.81   4.11  22.94   0.55 -99.99 -99.99 -99.99  -0.50  -0.17  -0.02  -1.03 -99.99  12.51
195004   0.43   2.48   3.77   3.22   4.16  -0.03  -2.83   7.50   6.63  11.04   1.97  10.04   2.12   9.07   3.31   3.43  -1.78   3.35   7.58   3.90   1.33   6.90  10.97   3.72  -0.23   1.09   2.33   3.77   0.95 -99.99 -99.99 -99.99  -0.41  -0.35  -0.50   4.27 -99.99  -1.00
195005   6.88   6.25  13.25  -0.69   0.93   1.45   0.49   3.27  12.84   6.64   6.36   8.31   0.35   6.81   8.56   8.33   2.05   4.63   6.14   3.41   3.32   0.41   5.39   0.60   5.30   0.29   2.12  -3.04   1.83 -99.99 -99.99 -99.99   5.27   2.99   4.74  -3.94 -99.99  -0.59
